fraction_removed,lcc_fraction,lcc_std,network,strategy
0.8699156513589503,0.023641049671977506,0.01259635568639151,AS Internet,random failure
0.8799437675726336,0.020595126522961575,0.01172334834389734,AS Internet,random failure
0.8899718837863168,0.0178912839737582,0.010707842055808455,AS Internet,random failure
0.9,0.014554826616682287,0.009662596106306333,AS Internet,random failure
0.9099343955014058,0.011171508903467667,0.007489735864092189,AS Internet,random failure
0.919962511715089,0.008819119025304592,0.006881524522939072,AS Internet,random failure
0.9299906279287723,0.006382380506091846,0.004307065290289398,AS Internet,random failure
0.939925023430178,0.004676663542642924,0.003346277759922186,AS Internet,random failure
0.9499531396438613,0.0032239925023430176,0.0021921327429053903,AS Internet,random failure
0.9599812558575446,0.0021508903467666353,0.001583932573920657,AS Internet,random failure
0.9699156513589503,0.0011012183692596063,0.0009346757111853655,AS Internet,random failure
0.9799437675726336,0.0005529522024367385,0.0004768184397503168,AS Internet,random failure
0.9899718837863167,0.00021555763823805058,0.00022570936417605053,AS Internet,random failure
1.0,0.0,0.0,AS Internet,random failure
0.0,1.0,0.0,AS Internet,degree-targeted attack
0.009934395501405811,0.42211808809746953,0.0,AS Internet,degree-targeted attack
0.019962511715089035,0.19671977507029054,0.0,AS Internet,degree-targeted attack
0.02999062792877226,0.021836925960637302,0.0,AS Internet,degree-targeted attack
0.03992502343017807,0.0038425492033739455,0.0,AS Internet,degree-targeted attack
0.04995313964386129,0.0022492970946579195,0.0,AS Internet,degree-targeted attack
0.05998125585754452,0.0009372071227741331,0.0,AS Internet,degree-targeted attack
0.06991565135895032,0.0005623242736644799,0.0,AS Internet,degree-targeted attack
0.07994376757263355,0.0005623242736644799,0.0,AS Internet,degree-targeted attack
0.08997188378631678,0.00037488284910965324,0.0,AS Internet,degree-targeted attack
0.1,0.00018744142455482662,0.0,AS Internet,degree-targeted attack
0.10993439550140581,0.00018744142455482662,0.0,AS Internet,degree-targeted attack
0.11996251171508904,0.00018744142455482662,0.0,AS Internet,degree-targeted attack
0.12999062792877225,0.00018744142455482662,0.0,AS Internet,degree-targeted attack
0.13992502343017807,0.00018744142455482662,0.0,AS Internet,degree-targeted attack
0.14995313964386128,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.15998125585754452,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.16991565135895031,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.17994376757263356,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.18997188378631677,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.2,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.2099343955014058,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.21996251171508904,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.22999062792877226,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.23992502343017807,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.2499531396438613,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.2599812558575445,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.26991565135895035,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.27994376757263356,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.2899718837863168,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.3,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.30993439550140583,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.31996251171508905,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.32999062792877226,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.33992502343017805,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.34995313964386127,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.35998125585754454,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.3699156513589503,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.37994376757263354,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.38997188378631675,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4099343955014058,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.419962511715089,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.42999062792877224,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4399250234301781,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4499531396438613,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4599812558575445,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4699156513589503,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4799437675726336,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.4899718837863168,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5099343955014058,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.519962511715089,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5299906279287723,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5399250234301781,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5499531396438613,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5599812558575445,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5699156513589503,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5799437675726336,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.5899718837863168,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6099343955014058,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.619962511715089,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6299906279287723,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6399250234301781,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6499531396438613,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6599812558575445,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6699156513589504,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6799437675726335,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.6899718837863168,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7099343955014058,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7199625117150891,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7299906279287722,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7399250234301781,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7499531396438613,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7599812558575445,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7699156513589503,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7799437675726335,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.7899718837863168,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8099343955014058,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.819962511715089,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8299906279287722,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.839925023430178,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8499531396438613,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8599812558575445,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8699156513589503,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8799437675726336,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.8899718837863168,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9099343955014058,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.919962511715089,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9299906279287723,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.939925023430178,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9499531396438613,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9599812558575446,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9699156513589503,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9799437675726336,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
0.9899718837863167,9.372071227741331e-05,0.0,AS Internet,degree-targeted attack
1.0,0.0,0.0,AS Internet,degree-targeted attack
0.0,1.0,0.0,WWW Notre Dame,random failure
0.009999109689342981,0.9816069493351834,0.0029078055408347445,WWW Notre Dame,random failure
0.019998219378685962,0.9629629231661904,0.005471975731416755,WWW Notre Dame,random failure
0.029997329068028943,0.94295426566256,0.006801704201919539,WWW Notre Dame,random failure
0.039999508794120266,0.9220356492667218,0.00936521566848344,WWW Notre Dame,random failure
0.04999861848346325,0.9043967531291349,0.009318455340733934,WWW Notre Dame,random failure
0.05999772817280623,0.8871689349121509,0.009187469726330479,WWW Notre Dame,random failure
0.06999990789889755,0.8705499049823626,0.009004839589726052,WWW Notre Dame,random failure
0.07999901758824053,0.853057910103184,0.010477595058769107,WWW Notre Dame,random failure
0.08999812727758351,0.8353484031203854,0.010377812509507246,WWW Notre Dame,random failure
0.0999972369669265,0.8192488234084163,0.010753725479524107,WWW Notre Dame,random failure
0.10999941669301781,0.8015522105799606,0.013098920270579194,WWW Notre Dame,random failure
0.11999852638236079,0.7845144276376989,0.013534744598699504,WWW Notre Dame,random failure
0.12999763607170378,0.7684713366018991,0.01351867766788726,WWW Notre Dame,random failure
0.1399998157977951,0.7520380438953854,0.013756781370234084,WWW Notre Dame,random failure
0.14999892548713809,0.7346974018278999,0.012854576260505875,WWW Notre Dame,random failure
0.15999803517648106,0.7182911254447716,0.014033541388411246,WWW Notre Dame,random failure
0.16999714486582404,0.702209044942268,0.015142784701119944,WWW Notre Dame,random failure
0.17999932459191537,0.6859949528595857,0.01503563658489212,WWW Notre Dame,random failure
0.18999843428125834,0.6706654918659376,0.014463190998988419,WWW Notre Dame,random failure
0.19999754397060132,0.6538901970656589,0.013346466305423356,WWW Notre Dame,random failure
0.20999972369669265,0.6361171403221697,0.013794381836820453,WWW Notre Dame,random failure
0.21999883338603562,0.6198942986347546,0.01184908800147895,WWW Notre Dame,random failure
0.2299979430753786,0.604272723644502,0.011541561518628032,WWW Notre Dame,random failure
0.23999705276472158,0.5893290127682829,0.010169449271545623,WWW Notre Dame,random failure
0.2499992324908129,0.5743074764604932,0.010453497189440185,WWW Notre Dame,random failure
0.2599983421801559,0.5574864381126642,0.012816633502158902,WWW Notre Dame,random failure
0.26999745186949886,0.5425781861608884,0.01221908218266051,WWW Notre Dame,random failure
0.2799996315955902,0.5279132346214184,0.012689013846649846,WWW Notre Dame,random failure
0.2899987412849332,0.5143590223774979,0.0125185203607589,WWW Notre Dame,random failure
0.29999785097427617,0.4998979212781177,0.01265698710756104,WWW Notre Dame,random failure
0.30999696066361915,0.4846551888226102,0.014315761246352586,WWW Notre Dame,random failure
0.31999914038971045,0.471415501843557,0.014197136436324819,WWW Notre Dame,random failure
0.3299982500790534,0.4574853635998023,0.014117485190646819,WWW Notre Dame,random failure
0.3399973597683964,0.4431565810842756,0.01553748771762846,WWW Notre Dame,random failure
0.34999953949448775,0.4288712395887379,0.015459042694303515,WWW Notre Dame,random failure
0.35999864918383073,0.4154700686767221,0.014816543025305511,WWW Notre Dame,random failure
0.3699977588731737,0.4021402761191052,0.014788305107195652,WWW Notre Dame,random failure
0.379999938599265,0.38870487429734535,0.013303399713521952,WWW Notre Dame,random failure
0.38999904828860804,0.3744385670296474,0.012872821002874542,WWW Notre Dame,random failure
0.399998157977951,0.36142483475527204,0.012229300015503096,WWW Notre Dame,random failure
0.409997267667294,0.3492268112449306,0.011631554423655124,WWW Notre Dame,random failure
0.4199994473933853,0.33610455317150145,0.011449325102295826,WWW Notre Dame,random failure
0.42999855708272827,0.32319996070352963,0.010977675037275567,WWW Notre Dame,random failure
0.43999766677207125,0.31025162021189395,0.009580084164087515,WWW Notre Dame,random failure
0.4499998464981626,0.2992736293053428,0.009904351053637617,WWW Notre Dame,random failure
0.4599989561875056,0.28818527057768883,0.009613616711172314,WWW Notre Dame,random failure
0.46999806587684856,0.27693051585827483,0.009650868781244992,WWW Notre Dame,random failure
0.47999717556619154,0.26423775592593846,0.009841435460365464,WWW Notre Dame,random failure
0.48999935529228283,0.2543095640854821,0.009356656806365417,WWW Notre Dame,random failure
0.4999984649816258,0.24388970585977915,0.009352591792883204,WWW Notre Dame,random failure
0.5099975746709688,0.23315317334348493,0.009348410709787848,WWW Notre Dame,random failure
0.5199997543970601,0.22331785011466584,0.009270427784418887,WWW Notre Dame,random failure
0.5299988640864031,0.21273282391190224,0.009459267289783895,WWW Notre Dame,random failure
0.5399979737757461,0.20212707496108728,0.009741473262276132,WWW Notre Dame,random failure
0.5499970834650891,0.1932879786571045,0.008654728950815479,WWW Notre Dame,random failure
0.5599992631911804,0.18410273570974645,0.009017924634279802,WWW Notre Dame,random failure
0.5699983728805234,0.17600766281172386,0.008787480969223377,WWW Notre Dame,random failure
0.5799974825698664,0.16681336325595816,0.008422933938738936,WWW Notre Dame,random failure
0.5899996622959577,0.1574727764491341,0.009247771668997203,WWW Notre Dame,random failure
0.5999987719853007,0.14894897291920584,0.009854500080637095,WWW Notre Dame,random failure
0.6099978816746436,0.1404884121462934,0.009235717600842469,WWW Notre Dame,random failure
0.6199969913639867,0.13276128315255933,0.00821223082109731,WWW Notre Dame,random failure
0.629999171090078,0.12511197959039572,0.009084790242632593,WWW Notre Dame,random failure
0.6399982807794209,0.11750934058680682,0.008396433771834574,WWW Notre Dame,random failure
0.6499973904687639,0.10912537723076546,0.009320418524645463,WWW Notre Dame,random failure
0.6599995701948552,0.10141052838402476,0.008905108403294528,WWW Notre Dame,random failure
0.6699986798841983,0.093046673768685,0.007937277007743129,WWW Notre Dame,random failure
0.6799977895735412,0.08658194388586832,0.008236161626749072,WWW Notre Dame,random failure
0.6899999692996325,0.08016602758735022,0.007897183993969353,WWW Notre Dame,random failure
0.6999990789889755,0.07424438720531484,0.008168690040970879,WWW Notre Dame,random failure
0.7099981886783184,0.06918926469549841,0.00825916884764756,WWW Notre Dame,random failure
0.7199972983676615,0.0637479315627408,0.00837777964274424,WWW Notre Dame,random failure
0.7299994780937528,0.05758728881984717,0.008320326842205466,WWW Notre Dame,random failure
0.7399985877830958,0.05286541879906302,0.008135623760374643,WWW Notre Dame,random failure
0.7499976974724387,0.04767291214475837,0.007525395881515948,WWW Notre Dame,random failure
0.75999987719853,0.04325681778410888,0.007004830867033613,WWW Notre Dame,random failure
0.769998986887873,0.038366556247678284,0.005708037222469963,WWW Notre Dame,random failure
0.7799980965772161,0.033686131722996726,0.005087151620640451,WWW Notre Dame,random failure
0.789997206266559,0.02928738306997535,0.004782575945479751,WWW Notre Dame,random failure
0.7999993859926503,0.025611474569350597,0.004125288265929913,WWW Notre Dame,random failure
0.8099984956819933,0.022175642942446023,0.003815590584839192,WWW Notre Dame,random failure
0.8199976053713363,0.01922610513647848,0.0034239952731415025,WWW Notre Dame,random failure
0.8299997850974277,0.015938095779006477,0.0032012731731878986,WWW Notre Dame,random failure
0.8399988947867706,0.013630502657116805,0.002845773422848893,WWW Notre Dame,random failure
0.8499980044761136,0.01128299905749872,0.002677819733494781,WWW Notre Dame,random failure
0.8599971141654565,0.00940229454546571,0.002490720085987543,WWW Notre Dame,random failure
0.8699992938915478,0.007530493140002886,0.0023137310162999586,WWW Notre Dame,random failure
0.8799984035808909,0.00576399399500812,0.0021936014388053023,WWW Notre Dame,random failure
0.8899975132702338,0.004413791833088243,0.0018545881774550098,WWW Notre Dame,random failure
0.8999996929963252,0.0035962410470053324,0.0016005559372635457,WWW Notre Dame,random failure
0.9099988026856681,0.002558722127903871,0.0014358476261847062,WWW Notre Dame,random failure
0.9199979123750112,0.0018876120947167736,0.0012584952483638192,WWW Notre Dame,random failure
0.9299970220643541,0.0013919546616973006,0.0009329378590474161,WWW Notre Dame,random failure
0.9399992017904454,0.0009489483589118563,0.0006934835374176498,WWW Notre Dame,random failure
0.9499983114797884,0.0007131695366393535,0.0005966839530450525,WWW Notre Dame,random failure
0.9599974211691314,0.0004974994550684771,0.000411229916098243,WWW Notre Dame,random failure
0.9699996008952227,0.0002947235278406283,0.000273477348423302,WWW Notre Dame,random failure
0.9799987105845657,0.00018435570673780964,0.00018469833065905896,WWW Notre Dame,random failure
0.9899978202739087,5.740968719395571e-05,5.436561585828052e-05,WWW Notre Dame,random failure
1.0,0.0,0.0,WWW Notre Dame,random failure
0.0,1.0,0.0,WWW Notre Dame,degree-targeted attack
0.009999109689342981,0.5216852045718987,0.0,WWW Notre Dame,degree-targeted attack
0.019998219378685962,0.40190158076192173,0.0,WWW Notre Dame,degree-targeted attack
0.029997329068028943,0.32671024072158145,0.0,WWW Notre Dame,degree-targeted attack
0.039999508794120266,0.2629732077892972,0.0,WWW Notre Dame,degree-targeted attack
0.04999861848346325,0.17622624942820567,0.0,WWW Notre Dame,degree-targeted attack
0.05999772817280623,0.12121119089795505,0.0,WWW Notre Dame,degree-targeted attack
0.06999990789889755,0.07932974957710244,0.0,WWW Notre Dame,degree-targeted attack
0.07999901758824053,0.0251129006014202,0.0,WWW Notre Dame,degree-targeted attack
0.08999812727758351,0.006821621654811208,0.0,WWW Notre Dame,degree-targeted attack
0.0999972369669265,0.006087882871957977,0.0,WWW Notre Dame,degree-targeted attack
0.10999941669301781,0.00526818306015123,0.0,WWW Notre Dame,degree-targeted attack
0.11999852638236079,0.0027169825222807917,0.0,WWW Notre Dame,degree-targeted attack
0.12999763607170378,0.0027169825222807917,0.0,WWW Notre Dame,degree-targeted attack
0.1399998157977951,0.0027169825222807917,0.0,WWW Notre Dame,degree-targeted attack
0.14999892548713809,0.0016700999910968933,0.0,WWW Notre Dame,degree-targeted attack
0.15999803517648106,0.0016700999910968933,0.0,WWW Notre Dame,degree-targeted attack
0.16999714486582404,0.00021797260913213132,0.0,WWW Notre Dame,degree-targeted attack
0.17999932459191537,0.00018727224164873254,0.0,WWW Notre Dame,degree-targeted attack
0.18999843428125834,0.00018727224164873254,0.0,WWW Notre Dame,degree-targeted attack
0.19999754397060132,6.140073496679755e-06,0.0,WWW Notre Dame,degree-targeted attack
0.20999972369669265,6.140073496679755e-06,0.0,WWW Notre Dame,degree-targeted attack
0.21999883338603562,6.140073496679755e-06,0.0,WWW Notre Dame,degree-targeted attack
0.2299979430753786,6.140073496679755e-06,0.0,WWW Notre Dame,degree-targeted attack
0.23999705276472158,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.2499992324908129,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.2599983421801559,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.26999745186949886,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.2799996315955902,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.2899987412849332,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.29999785097427617,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.30999696066361915,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.31999914038971045,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.3299982500790534,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.3399973597683964,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.34999953949448775,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.35999864918383073,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.3699977588731737,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.379999938599265,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.38999904828860804,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.399998157977951,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.409997267667294,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.4199994473933853,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.42999855708272827,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.43999766677207125,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.4499998464981626,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.4599989561875056,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.46999806587684856,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.47999717556619154,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.48999935529228283,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.4999984649816258,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5099975746709688,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
0.5199997543970601,3.0700367483398776e-06,0.0,WWW Notre Dame,degree-targeted attack
