fraction_removed,lcc_fraction,lcc_std,network,model,strategy
0.8299906279287722,0.04178069353327085,0.013804256029411443,AS Internet,real,random failure
0.839925023430178,0.037511715089034676,0.013875663218508567,AS Internet,real,random failure
0.8499531396438613,0.03256794751640112,0.01267270733753191,AS Internet,real,random failure
0.8599812558575445,0.027516401124648548,0.012580217472532183,AS Internet,real,random failure
0.8699156513589503,0.023641049671977502,0.0122774088369323,AS Internet,real,random failure
0.8799437675726336,0.02059512652296157,0.011426506534052411,AS Internet,real,random failure
0.8899718837863168,0.017891283973758203,0.010436713439466144,AS Internet,real,random failure
0.9,0.014554826616682287,0.009417933708511966,AS Internet,real,random failure
0.9099343955014058,0.011171508903467665,0.007300091516424663,AS Internet,real,random failure
0.919962511715089,0.00881911902530459,0.006707280430384676,AS Internet,real,random failure
0.9299906279287723,0.006382380506091846,0.0041980079614115685,AS Internet,real,random failure
0.939925023430178,0.004676663542642923,0.0032615481146569566,AS Internet,real,random failure
0.9499531396438613,0.0032239925023430176,0.002136626702162082,AS Internet,real,random failure
0.9599812558575446,0.0021508903467666353,0.001543826505404857,AS Internet,real,random failure
0.9699156513589503,0.0011012183692596061,0.0009110091936011817,AS Internet,real,random failure
0.9799437675726336,0.0005529522024367385,0.00046474512720590203,AS Internet,real,random failure
0.9899718837863167,0.00021555763823805064,0.00021999427543215562,AS Internet,real,random failure
1.0,0.0,0.0,AS Internet,real,random failure
0.0,1.0,0.0,AS Internet,real,degree-targeted attack
0.009934395501405811,0.42211808809746953,0.0,AS Internet,real,degree-targeted attack
0.019962511715089035,0.19671977507029054,0.0,AS Internet,real,degree-targeted attack
0.02999062792877226,0.021836925960637302,0.0,AS Internet,real,degree-targeted attack
0.03992502343017807,0.0038425492033739455,0.0,AS Internet,real,degree-targeted attack
0.04995313964386129,0.0022492970946579195,0.0,AS Internet,real,degree-targeted attack
0.05998125585754452,0.0009372071227741331,0.0,AS Internet,real,degree-targeted attack
0.06991565135895032,0.0005623242736644799,0.0,AS Internet,real,degree-targeted attack
0.07994376757263355,0.0005623242736644799,0.0,AS Internet,real,degree-targeted attack
0.08997188378631678,0.00037488284910965324,0.0,AS Internet,real,degree-targeted attack
0.1,0.00018744142455482662,0.0,AS Internet,real,degree-targeted attack
0.10993439550140581,0.00018744142455482662,0.0,AS Internet,real,degree-targeted attack
0.11996251171508904,0.00018744142455482662,0.0,AS Internet,real,degree-targeted attack
0.12999062792877225,0.00018744142455482662,0.0,AS Internet,real,degree-targeted attack
0.13992502343017807,0.00018744142455482662,0.0,AS Internet,real,degree-targeted attack
0.14995313964386128,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.15998125585754452,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.16991565135895031,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.17994376757263356,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.18997188378631677,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.2,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.2099343955014058,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.21996251171508904,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.22999062792877226,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.23992502343017807,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.2499531396438613,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.2599812558575445,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.26991565135895035,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.27994376757263356,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.2899718837863168,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.3,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.30993439550140583,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.31996251171508905,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.32999062792877226,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.33992502343017805,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.34995313964386127,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.35998125585754454,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.3699156513589503,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.37994376757263354,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.38997188378631675,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4099343955014058,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.419962511715089,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.42999062792877224,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4399250234301781,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4499531396438613,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4599812558575445,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4699156513589503,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4799437675726336,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.4899718837863168,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5099343955014058,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.519962511715089,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5299906279287723,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5399250234301781,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5499531396438613,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5599812558575445,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5699156513589503,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5799437675726336,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.5899718837863168,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6099343955014058,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.619962511715089,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6299906279287723,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6399250234301781,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6499531396438613,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6599812558575445,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6699156513589504,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6799437675726335,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.6899718837863168,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7099343955014058,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7199625117150891,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7299906279287722,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7399250234301781,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7499531396438613,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7599812558575445,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7699156513589503,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7799437675726335,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.7899718837863168,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8099343955014058,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.819962511715089,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8299906279287722,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.839925023430178,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8499531396438613,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8599812558575445,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8699156513589503,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8799437675726336,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.8899718837863168,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9099343955014058,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.919962511715089,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9299906279287723,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.939925023430178,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9499531396438613,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9599812558575446,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9699156513589503,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9799437675726336,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
0.9899718837863167,9.372071227741331e-05,0.0,AS Internet,real,degree-targeted attack
1.0,0.0,0.0,AS Internet,real,degree-targeted attack
0.0,0.9835988753514527,1.1102230246251565e-16,AS Internet,ER,random failure
0.009934395501405811,0.972970946579194,0.0003891385096912265,AS Internet,ER,random failure
0.019962511715089035,0.9621696344892221,0.0005144191508022062,AS Internet,ER,random failure
0.02999062792877226,0.9514667291471414,0.0005687503797868044,AS Internet,ER,random failure
0.03992502343017807,0.940796626054358,0.0006350226660350465,AS Internet,ER,random failure
0.04995313964386129,0.9301358950328025,0.000646927540433628,AS Internet,ER,random failure
0.05998125585754452,0.919348641049672,0.0007128167198174603,AS Internet,ER,random failure
0.06991565135895032,0.9087488284910966,0.0008544918805528335,AS Internet,ER,random failure
0.07994376757263355,0.8978256794751639,0.0010675936919136402,AS Internet,ER,random failure
0.08997188378631678,0.8870852858481724,0.001109947654651594,AS Internet,ER,random failure
0.1,0.8763261480787256,0.0012152653129713642,AS Internet,ER,random failure
0.10993439550140581,0.8655904404873478,0.0011914976998923961,AS Internet,ER,random failure
0.11996251171508904,0.8546063730084349,0.001373983679539332,AS Internet,ER,random failure
0.12999062792877225,0.8435941893158387,0.0015326345542575437,AS Internet,ER,random failure
0.13992502343017807,0.8326897844423617,0.001681653594553468,AS Internet,ER,random failure
0.14995313964386128,0.821771321462043,0.001773056181352239,AS Internet,ER,random failure
0.15998125585754452,0.8105670103092784,0.0018696929762519385,AS Internet,ER,random failure
0.16991565135895031,0.7995641986879102,0.0019348901509331643,AS Internet,ER,random failure
0.17994376757263356,0.7883458294283037,0.0018716650410396734,AS Internet,ER,random failure
0.18997188378631677,0.7773289597000935,0.001949953959463444,AS Internet,ER,random failure
0.2,0.7661996251171509,0.0019127465197075338,AS Internet,ER,random failure
0.2099343955014058,0.7551265229615745,0.0019001513279832468,AS Internet,ER,random failure
0.21996251171508904,0.7438612933458295,0.0017603534218367575,AS Internet,ER,random failure
0.22999062792877226,0.7328116213683223,0.0017995597037661329,AS Internet,ER,random failure
0.23992502343017807,0.7214995313964387,0.0019191933317541316,AS Internet,ER,random failure
0.2499531396438613,0.7100093720712275,0.001934963917561572,AS Internet,ER,random failure
0.2599812558575445,0.6985801312089971,0.0019026170219595513,AS Internet,ER,random failure
0.26991565135895035,0.6871696344892222,0.0018734533619578781,AS Internet,ER,random failure
0.27994376757263356,0.6755623242736646,0.0019732327873211333,AS Internet,ER,random failure
0.2899718837863168,0.6641049671977506,0.0018420352409088576,AS Internet,ER,random failure
0.3,0.6525070290534207,0.0019368411829627642,AS Internet,ER,random failure
0.30993439550140583,0.6408856607310215,0.0022642573018747305,AS Internet,ER,random failure
0.31996251171508905,0.6293064667291473,0.0022553612412817585,AS Internet,ER,random failure
0.32999062792877226,0.6175257731958763,0.0023741141704874693,AS Internet,ER,random failure
0.33992502343017805,0.6058106841611995,0.0023262757045584594,AS Internet,ER,random failure
0.34995313964386127,0.593655107778819,0.002395311463503452,AS Internet,ER,random failure
0.35998125585754454,0.5818556701030929,0.0024925833495929198,AS Internet,ER,random failure
0.3699156513589503,0.5698687910028117,0.0025035010957112675,AS Internet,ER,random failure
0.37994376757263354,0.55796626054358,0.0029227491956823966,AS Internet,ER,random failure
0.38997188378631675,0.5459559512652297,0.0032723529857653206,AS Internet,ER,random failure
0.4,0.5337769447047798,0.0034240012807923133,AS Internet,ER,random failure
0.4099343955014058,0.5214432989690723,0.002855268832139398,AS Internet,ER,random failure
0.419962511715089,0.5090627928772259,0.0027987992541206015,AS Internet,ER,random failure
0.42999062792877224,0.4962699156513589,0.00308049017989931,AS Internet,ER,random failure
0.4399250234301781,0.48403467666354266,0.0028788090671509146,AS Internet,ER,random failure
0.4499531396438613,0.47166822867853797,0.0030555108277717305,AS Internet,ER,random failure
0.4599812558575445,0.4591893158388003,0.0031523439090946673,AS Internet,ER,random failure
0.4699156513589503,0.4466963448922211,0.003340308608849168,AS Internet,ER,random failure
0.4799437675726336,0.43370665417057186,0.003409975665954498,AS Internet,ER,random failure
0.4899718837863168,0.42092314901593253,0.0033782221933637948,AS Internet,ER,random failure
0.5,0.40709465791940014,0.0034320340567572548,AS Internet,ER,random failure
0.5099343955014058,0.39371602624179947,0.0036266979192343535,AS Internet,ER,random failure
0.519962511715089,0.3797750702905342,0.0034550544481546652,AS Internet,ER,random failure
0.5299906279287723,0.3660918462980319,0.0036935474204892386,AS Internet,ER,random failure
0.5399250234301781,0.3523758200562324,0.0038909646736939355,AS Internet,ER,random failure
0.5499531396438613,0.3387582005623242,0.0035773178688833993,AS Internet,ER,random failure
0.5599812558575445,0.3252155576382381,0.004217898026949635,AS Internet,ER,random failure
0.5699156513589503,0.3116354264292408,0.0039036983047508575,AS Internet,ER,random failure
0.5799437675726336,0.2973805060918463,0.00426233257743638,AS Internet,ER,random failure
0.5899718837863168,0.28332708528584816,0.004839465704448527,AS Internet,ER,random failure
0.6,0.2679428303655108,0.00541771179682027,AS Internet,ER,random failure
0.6099343955014058,0.2532755388940956,0.0059323415641223,AS Internet,ER,random failure
0.619962511715089,0.23910496719775068,0.006232101449434329,AS Internet,ER,random failure
0.6299906279287723,0.22373945641986875,0.0070786814103668706,AS Internet,ER,random failure
0.6399250234301781,0.20771790065604492,0.007223263601000967,AS Internet,ER,random failure
0.6499531396438613,0.1919962511715089,0.007567702329760998,AS Internet,ER,random failure
0.6599812558575445,0.17550140581068416,0.0096302033724713,AS Internet,ER,random failure
0.6699156513589504,0.15892221180880978,0.01222838389740413,AS Internet,ER,random failure
0.6799437675726335,0.14240393626991565,0.01130519955628313,AS Internet,ER,random failure
0.6899718837863168,0.1257778819119025,0.012200099795368034,AS Internet,ER,random failure
0.7,0.10994376757263351,0.012490756044733247,AS Internet,ER,random failure
0.7099343955014058,0.09171977507029053,0.013442872273014626,AS Internet,ER,random failure
0.7199625117150891,0.07138706654170571,0.017422352714491177,AS Internet,ER,random failure
0.7299906279287722,0.05282567947516402,0.016143247143174572,AS Internet,ER,random failure
0.7399250234301781,0.03717900656044986,0.015439846648813442,AS Internet,ER,random failure
0.7499531396438613,0.028284910965323328,0.013020320081177893,AS Internet,ER,random failure
0.7599812558575445,0.01761012183692596,0.010837571563073719,AS Internet,ER,random failure
0.7699156513589503,0.01245548266166823,0.008385458766870137,AS Internet,ER,random failure
0.7799437675726335,0.00866916588566073,0.006301733582112747,AS Internet,ER,random failure
0.7899718837863168,0.006874414245548266,0.004892748555889361,AS Internet,ER,random failure
0.8,0.005028116213683225,0.0036066373798081153,AS Internet,ER,random failure
0.8099343955014058,0.004025304592314902,0.0031900133662968303,AS Internet,ER,random failure
0.819962511715089,0.003242736644798501,0.002100138757030065,AS Internet,ER,random failure
0.8299906279287722,0.002760074976569822,0.0018428635652128083,AS Internet,ER,random failure
0.839925023430178,0.002460168697282099,0.0015264900369859182,AS Internet,ER,random failure
0.8499531396438613,0.0021602624179943766,0.0013119142337793012,AS Internet,ER,random failure
0.8599812558575445,0.0017057169634489221,0.0007617366738975107,AS Internet,ER,random failure
0.8699156513589503,0.0013823805060918463,0.0004750031614974998,AS Internet,ER,random failure
0.8799437675726336,0.001162136832239925,0.00043294505951081897,AS Internet,ER,random failure
0.8899718837863168,0.0009090909090909094,0.00024095520397717787,AS Internet,ER,random failure
0.9,0.0008528584817244611,0.000263253456517116,AS Internet,ER,random failure
0.9099343955014058,0.0007403936269915651,0.00018720697615218538,AS Internet,ER,random failure
0.919962511715089,0.0006279287722586692,0.00017806935332708527,AS Internet,ER,random failure
0.9299906279287723,0.0005435801312089972,0.00013451452759519517,AS Internet,ER,random failure
0.939925023430178,0.0004545454545454547,0.0001429816898068637,AS Internet,ER,random failure
0.9499531396438613,0.00042642924086223064,0.00014359469021597528,AS Internet,ER,random failure
0.9599812558575446,0.00033739456419868785,7.497656982193066e-05,AS Internet,ER,random failure
0.9699156513589503,0.00027647610121836924,4.66254656563552e-05,AS Internet,ER,random failure
0.9799437675726336,0.00022024367385192132,4.470193071307149e-05,AS Internet,ER,random failure
0.9899718837863167,0.00018275538894095596,2.0425955686694815e-05,AS Internet,ER,random failure
1.0,0.0,0.0,AS Internet,ER,random failure
0.0,0.9835988753514526,0.0,AS Internet,ER,degree-targeted attack
0.009934395501405811,0.9723523898781631,0.0,AS Internet,ER,degree-targeted attack
0.019962511715089035,0.9604498594189316,0.0,AS Internet,ER,degree-targeted attack
0.02999062792877226,0.9473289597000937,0.0,AS Internet,ER,degree-targeted attack
0.03992502343017807,0.9339268978444236,0.0,AS Internet,ER,degree-targeted attack
0.04995313964386129,0.9205248359887536,0.0,AS Internet,ER,degree-targeted attack
0.05998125585754452,0.9079662605435801,0.0,AS Internet,ER,degree-targeted attack
0.06991565135895032,0.8949390815370197,0.0,AS Internet,ER,degree-targeted attack
0.07994376757263355,0.8819119025304593,0.0,AS Internet,ER,degree-targeted attack
0.08997188378631678,0.8679475164011247,0.0,AS Internet,ER,degree-targeted attack
0.1,0.8552952202436739,0.0,AS Internet,ER,degree-targeted attack
0.10993439550140581,0.8400187441424555,0.0,AS Internet,ER,degree-targeted attack
0.11996251171508904,0.8247422680412371,0.0,AS Internet,ER,degree-targeted attack
0.12999062792877225,0.8097469540768509,0.0,AS Internet,ER,degree-targeted attack
0.13992502343017807,0.792970946579194,0.0,AS Internet,ER,degree-targeted attack
0.14995313964386128,0.7759137769447048,0.0,AS Internet,ER,degree-targeted attack
0.15998125585754452,0.7591377694470478,0.0,AS Internet,ER,degree-targeted attack
0.16991565135895031,0.7399250234301781,0.0,AS Internet,ER,degree-targeted attack
0.17994376757263356,0.7188378631677601,0.0,AS Internet,ER,degree-targeted attack
0.18997188378631677,0.6964386129334583,0.0,AS Internet,ER,degree-targeted attack
0.2,0.6735707591377694,0.0,AS Internet,ER,degree-targeted attack
0.2099343955014058,0.6477975632614807,0.0,AS Internet,ER,degree-targeted attack
0.21996251171508904,0.6192127460168697,0.0,AS Internet,ER,degree-targeted attack
0.22999062792877226,0.5668228678537957,0.0,AS Internet,ER,degree-targeted attack
0.23992502343017807,0.5215557638238051,0.0,AS Internet,ER,degree-targeted attack
0.2499531396438613,0.44686035613870667,0.0,AS Internet,ER,degree-targeted attack
0.2599812558575445,0.33973758200562326,0.0,AS Internet,ER,degree-targeted attack
0.26991565135895035,0.2211808809746954,0.0,AS Internet,ER,degree-targeted attack
0.27994376757263356,0.11499531396438613,0.0,AS Internet,ER,degree-targeted attack
0.2899718837863168,0.026241799437675725,0.0,AS Internet,ER,degree-targeted attack
0.3,0.01246485473289597,0.0,AS Internet,ER,degree-targeted attack
0.30993439550140583,0.00909090909090909,0.0,AS Internet,ER,degree-targeted attack
0.31996251171508905,0.0037488284910965324,0.0,AS Internet,ER,degree-targeted attack
0.32999062792877226,0.002717900656044986,0.0,AS Internet,ER,degree-targeted attack
0.33992502343017805,0.0016869728209934396,0.0,AS Internet,ER,degree-targeted attack
0.34995313964386127,0.001218369259606373,0.0,AS Internet,ER,degree-targeted attack
0.35998125585754454,0.0009372071227741331,0.0,AS Internet,ER,degree-targeted attack
0.3699156513589503,0.0008434864104967198,0.0,AS Internet,ER,degree-targeted attack
0.37994376757263354,0.0008434864104967198,0.0,AS Internet,ER,degree-targeted attack
0.38997188378631675,0.0008434864104967198,0.0,AS Internet,ER,degree-targeted attack
0.4,0.0006560449859418932,0.0,AS Internet,ER,degree-targeted attack
0.4099343955014058,0.0006560449859418932,0.0,AS Internet,ER,degree-targeted attack
0.419962511715089,0.0005623242736644799,0.0,AS Internet,ER,degree-targeted attack
0.42999062792877224,0.00037488284910965324,0.0,AS Internet,ER,degree-targeted attack
0.4399250234301781,0.00037488284910965324,0.0,AS Internet,ER,degree-targeted attack
0.4499531396438613,0.00018744142455482662,0.0,AS Internet,ER,degree-targeted attack
0.4599812558575445,0.00018744142455482662,0.0,AS Internet,ER,degree-targeted attack
0.4699156513589503,0.00018744142455482662,0.0,AS Internet,ER,degree-targeted attack
0.4799437675726336,0.00018744142455482662,0.0,AS Internet,ER,degree-targeted attack
